KEYWORD,LINK,NAME,ADDRESS,PHONE NUMBER,WEBSITE,RATING,NO OF RATINGS,LINK TO PHOTO
Detroit MI,https://www.google.com/maps/place/The+Bone+Reader/data=!4m7!3m6!1s0x8824d8b000000001:0xcd3ce4f10c0f7175!8m2!3d42.5572557!4d-82.9178825!16s%2Fg%2F11c6s59x_x!19sChIJAQAAALDYJIgRdXEPDPHkPM0?authuser=0&hl=en&rclk=1,The Bone Reader,"Clinton Twp, MI 48035",(877) 296-2746,thebonereader.com,5,4,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hVQ_K09TmnMQoxfNMAG_Tw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.254005&pitch=0&thumbfov=100
Detroit MI,https://www.google.com/maps/place/The+House+of+Oracle+LLC.+%22+House%22.+By+appointment+only./data=!4m7!3m6!1s0x8824cf2f1d740001:0x95f288f5cc64a5!8m2!3d42.4709287!4d-83.1567166!16s%2Fg%2F11g8f_pg6g!19sChIJAQB0HS_PJIgRpWTM9YjylQA?authuser=0&hl=en&rclk=1,"The House of Oracle LLC. "" House"". By appointment only.","8421 Colgate St, Oak Park, MI 48237",(248) 678-2312, ,4.6,31,https://lh5.googleusercontent.com/p/AF1QipNb42dXowoRkbKYPmUgnpYRNHFflHgd_7DSp9Y=w408-h544-k-no
Detroit MI,https://www.google.com/maps/place/MOON%27Z+GUIDING+LIGHT/data=!4m7!3m6!1s0x883acd6c7798ebaf:0x81b0ae3d69328a5b!8m2!3d42.2951679!4d-82.7165829!16s%2Fg%2F11hz782whf!19sChIJr-uYd2zNOogRW4oyaT2usIE?authuser=0&hl=en&rclk=1,MOON'Z GUIDING LIGHT,"717 Optimist St, Belle River, ON N0R 1A0, Canada",1 519-995-6714,moonsguidinglight.com,4.5,11,https://lh5.googleusercontent.com/p/AF1QipMUUVD8RmtSv14AUfZvwlKy1xl1Z8B_1xmMLkMP=w408-h544-k-no
Detroit MI,https://www.google.com/maps/place/Psychic+Readings+By+Artie/data=!4m7!3m6!1s0x8f2edea42d1a1dc3:0xf6e12e9949a7e167!8m2!3d42.524922!4d-83.778921!16s%2Fg%2F11t6n_1pbn!19sChIJwx0aLaTeLo8RZ-GnSZku4fY?authuser=0&hl=en&rclk=1,Psychic Readings By Artie, ,(248) 934-0413,readingsbyartie.com, , ,https://lh5.googleusercontent.com/p/AF1QipPTJOa7e9kMfQ7KlLSZKw6PRtLTVpwiKz6nr5zw=w408-h408-k-no
Detroit MI,https://www.google.com/maps/place/Windsor+Tarot/data=!4m7!3m6!1s0x883b2b7ac9e1dccf:0xf349efe1438f95dd!8m2!3d42.3066456!4d-82.98402!16s%2Fg%2F11bbt0f3kb!19sChIJz9zhyXorO4gR3ZWPQ-HvSfM?authuser=0&hl=en&rclk=1,Windsor Tarot,"1865 Larkin Rd, Windsor, ON N8W 4G7, Canada",1 519-996-6040,windsortarot.com,5,11,https://lh5.googleusercontent.com/p/AF1QipPlu0p9BI7vEStY9FEzbrFw_wXh5hBmzM7TOqMc=w408-h306-k-no
Detroit MI,https://www.google.com/maps/place/Wovenwoman/data=!4m7!3m6!1s0x883b34c9ab3c61b9:0x1a05e2d9b39a7eec!8m2!3d42.3415509!4d-83.1885724!16s%2Fg%2F1td5ryv6!19sChIJuWE8q8k0O4gR7H6as9niBRo?authuser=0&hl=en&rclk=1,Wovenwoman,"6934 Ternes, Dearborn, MI 48126",(313) 582-0444,wovenwoman.com,5,1,https://lh5.googleusercontent.com/p/AF1QipPRB8V60Gb9QD0bqCH5oyZMBgy-hE-WOBo6s_Jf=w408-h306-k-no
Detroit MI,https://www.google.com/maps/place/Enlightened+Soul+Center+%26+Shop/data=!4m7!3m6!1s0x883caf36c446fa6f:0xb932905f3b30bf48!8m2!3d42.2490046!4d-83.680202!16s%2Fg%2F11c4ww9zy9!19sChIJb_pGxDavPIgRSL8wO1-QMrk?authuser=0&hl=en&rclk=1,Enlightened Soul Center & Shop,"2711 Carpenter Rd, Ann Arbor, MI 48108",(734) 358-0218,enlightenedsoulcenter.com,4.7,47,https://lh5.googleusercontent.com/p/AF1QipO2csASSvsNxk107U0Vpwem2lfPboqDtA0TUMyE=w408-h306-k-no
Detroit MI,https://www.google.com/maps/place/Janis+Garan/data=!4m7!3m6!1s0x8824d59282966ca1:0x656a379d97788d5a!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11gxjxsycf!19sChIJoWyWgpLVJIgRWo14l503amU?authuser=0&hl=en&rclk=1,Janis Garan, ,(313) 330-9856,janisgaran.com,5,1,https://lh5.googleusercontent.com/p/AF1QipP9wu6AVMT4PaZBpB4e1WpIiwUeFPnBo3RAD2KG=w408-h408-k-no
Detroit MI,https://www.google.com/maps/place/Psychic+Readings+and+Healings+by+Jeanne+Karas/data=!4m7!3m6!1s0x621065b52fea08af:0x6f96fa4178d6095e!8m2!3d42.6774895!4d-83.246131!16s%2Fg%2F11p74qxjvk!19sChIJrwjqL7VlEGIRXgnWeEH6lm8?authuser=0&hl=en&rclk=1,Psychic Readings and Healings by Jeanne Karas, ,(248) 210-9428, , , ,https://lh5.googleusercontent.com/p/AF1QipP1ktBIDuLkoH18MXIfi8O6lY71MIeeG0ld1IUj=w408-h408-k-no
Detroit MI,https://www.google.com/maps/place/Neopolitan+Spiritual+Church/data=!4m7!3m6!1s0x8824d37e70e3f459:0x69539c367f52ee87!8m2!3d42.3718598!4d-82.99514!16s%2Fg%2F11b67mqw5t!19sChIJWfTjcH7TJIgRh-5SfzacU2k?authuser=0&hl=en&rclk=1,Neopolitan Spiritual Church,"9201 Mack Ave, Detroit, MI 48214",(313) 921-4783, ,4.7,24,https://lh5.googleusercontent.com/p/AF1QipNqSdy6mUtCvEteLWyDqPUS3QtmRz3USETN63Q3=w408-h544-k-no
Detroit MI,https://www.google.com/maps/place/Maria+Lester+Psychic+From+Germany/data=!4m7!3m6!1s0x8824df5cd01f764f:0xf22de33604c37135!8m2!3d42.6313075!4d-82.9874153!16s%2Fg%2F11sd027pxv!19sChIJT3Yf0FzfJIgRNXHDBDbjLfI?authuser=0&hl=en&rclk=1,Maria Lester Psychic From Germany,"14063 Lakeside Blvd N, Shelby Township, MI 48315",(248) 980-6090,marypsychic.com, , ,https://lh5.googleusercontent.com/p/AF1QipNcaCjWSYUQBsvol5o2IWvbFEUnMoUge1oYwNvT=w408-h272-k-no
Detroit MI,https://www.google.com/maps/place/Universally+Balanced+with+Dr.+Kimberley+Taylor/data=!4m7!3m6!1s0x883b4ea18bf33899:0xb92fc502916a18e4!8m2!3d42.4308085!4d-83.335311!16s%2Fg%2F11c6049c5b!19sChIJmTjzi6FOO4gR5BhqkQLFL7k?authuser=0&hl=en&rclk=1,Universally Balanced with Dr. Kimberley Taylor,"19500 Middlebelt Rd # 225E, Livonia, MI 48152",(512) 596-6712,drkimberleytaylor.com,5,12,https://lh5.googleusercontent.com/p/AF1QipMvwXDPmqihzoPL7pRXSBJqKXuzJ20JYmsBz2lb=w408-h272-k-no
Detroit MI,"https://www.google.com/maps/place/Tonya%27s+Empress,+LLC/data=!4m7!3m6!1s0x8e8d7ecd5cb7b8e5:0xe5549fd340f7bdca!8m2!3d49.2717859!4d-84.7496361!16s%2Fg%2F11ny2ykjfz!19sChIJ5bi3XM1-jY4Ryr33QNOfVOU?authuser=0&hl=en&rclk=1","Tonya's Empress, LLC", ,1 226-347-7812,as.me,4.5,8,https://lh5.googleusercontent.com/p/AF1QipOsT3IUQST7z1Zwomff7nm1XqxAPYdomchDmqFP=w408-h269-k-no
Detroit MI,https://www.google.com/maps/place/Black+Goddess+Magic/data=!4m7!3m6!1s0x8824d5c76edebcc3:0xa68286b216e92cfb!8m2!3d42.352595!4d-83.0991151!16s%2Fg%2F11j1khdflb!19sChIJw7zebsfVJIgR-yzpFrKGgqY?authuser=0&hl=en&rclk=1,Black Goddess Magic, ,(231) 287-5417, ,5,1,https://lh5.googleusercontent.com/p/AF1QipP4QHUVnEdcpuX3LRCTWHiHg8IG2YSjD5uPnw78=w408-h306-k-no
Detroit MI,https://www.google.com/maps/place/Whispy+Gypsy+LLC/data=!4m7!3m6!1s0x8824c52e479e6bdd:0xd720591d870252ae!8m2!3d42.5227542!4d-83.086923!16s%2Fg%2F11vb_zjxnz!19sChIJ3WueRy7FJIgRrlIChx1ZINc?authuser=0&hl=en&rclk=1,Whispy Gypsy LLC,"31323 Dequindre Rd, Madison Heights, MI 48071",(269) 350-6744,whispygypsy.com,4.4,7,https://lh5.googleusercontent.com/p/AF1QipMu-ZZmy1bJii2Dc1bBj2HnAPjKK4PzSSi4jv89=w408-h306-k-no
Detroit MI,https://www.google.com/maps/place/Foreign+Majesty+Services/data=!4m7!3m6!1s0xaf4087093c280b2f:0x7d36924f90a4e51a!8m2!3d41.7549315!4d-79.887846!16s%2Fg%2F11t9jvf_bq!19sChIJLwsoPAmHQK8RGuWkkE-SNn0?authuser=0&hl=en&rclk=1,Foreign Majesty Services, ,(248) 240-8470,foreignmajesty.com,5,23,https://lh5.googleusercontent.com/p/AF1QipOgyIKRCZGp1TruMWexEr19sK3qNqoNaae0L91h=w408-h306-k-no
Detroit MI,https://www.google.com/maps/place/Razz+Essentialz/data=!4m7!3m6!1s0x883b2b634239edbd:0xf85fc67611ebc62e!8m2!3d42.3034576!4d-82.9686143!16s%2Fg%2F11pdgflqgj!19sChIJve05QmMrO4gRLsbrEXbGX_g?authuser=0&hl=en&rclk=1,Razz Essentialz,"2488 Francois Rd, Windsor, ON N8W 4T4, Canada",1 226-724-4209,m.facebook.com,4.7,28,https://lh5.googleusercontent.com/p/AF1QipP3yHLPETyJwBbDGgyfG4dJPNSB4esXn5KbpMoz=w408-h725-k-no
Detroit MI,https://www.google.com/maps/place/Gemineye+Tarot/data=!4m7!3m6!1s0x893cef68596cc677:0xbb3d61b7500de809!8m2!3d42.4837295!4d-83.0863807!16s%2Fg%2F11vy7m60v_!19sChIJd8ZsWWjvPIkRCegNULdhPbs?authuser=0&hl=en&rclk=1,Gemineye Tarot, ,(313) 454-8058,gemineyetarot.com, , ,https://lh5.googleusercontent.com/p/AF1QipMdvl0qOjfZVQJzmn0omV_fypSKKIbjqjYg2d3O=w408-h408-k-no
Detroit MI,https://www.google.com/maps/place/THE+SCORPION+MONARCH/data=!4m7!3m6!1s0x8706f0ed864b8489:0x9ea403908e4c94a7!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11sskt2lmd!19sChIJiYRLhu3wBocRp5RMjpADpJ4?authuser=0&hl=en&rclk=1,THE SCORPION MONARCH, ,(313) 663-0548,linqapp.com, , ,https://lh5.googleusercontent.com/p/AF1QipPmKi7FSBAXZvBrzavV4NrD-iUFfGAnIiHBN9a6=w408-h544-k-no
Detroit MI,https://www.google.com/maps/place/Spiritual+Israel+Church/data=!4m7!3m6!1s0x8824cdf844c8a969:0x789092ce2047d0cd!8m2!3d42.4127515!4d-83.0809119!16s%2Fg%2F1tkvbcyc!19sChIJaanIRPjNJIgRzdBHIM6SkHg?authuser=0&hl=en&rclk=1,Spiritual Israel Church,"1737 Victor St, Detroit, MI 48203",(313) 869-0313, ,4.4,7,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=82HLZ53DzOmc-aCfY871vQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.48596&pitch=0&thumbfov=100
Detroit MI,https://www.google.com/maps/place/Afrocentric+Women%27s+Spiritual+Guidance/data=!4m7!3m6!1s0x83cab83ac8b3f7a1:0xb264ef59b88538e8!8m2!3d42.6774895!4d-83.246131!16s%2Fg%2F11s_vmfdq4!19sChIJofezyDq4yoMR6DiFuFnvZLI?authuser=0&hl=en&rclk=1,Afrocentric Women's Spiritual Guidance, ,(313) 413-7370, ,5,4,https://lh5.googleusercontent.com/p/AF1QipOo0SXJx6bsmCOEGiFazUd8LigrQYuULk_iU0I=w427-h240-k-no
Detroit MI,https://www.google.com/maps/place/Dr.+Lesia+the+Preacha/data=!4m7!3m6!1s0x8824d31883fe9fdf:0x97fc93f3aad6c9e8!8m2!3d36.4540256!4d-83.188222!16s%2Fg%2F11h7cm2q18!19sChIJ35_-gxjTJIgR6MnWqvOT_Jc?authuser=0&hl=en&rclk=1,Dr. Lesia the Preacha, ,(850) 253-2452,youtube.com, , ,https://lh5.googleusercontent.com/p/AF1QipP4BLlKpqnbT8OhW7z5bY_GYr9nF_qJwvlqVkc=w426-h240-k-no
Detroit MI,https://www.google.com/maps/place/%28Un%29Veiled+Divine+Technologies/data=!4m7!3m6!1s0x883b2d81578c9959:0x2130196279e629f8!8m2!3d42.3292865!4d-83.0484296!16s%2Fg%2F11ls6vsp2r!19sChIJWZmMV4EtO4gR-CnmeWIZMCE?authuser=0&hl=en&rclk=1,(Un)Veiled Divine Technologies,"607 Shelby St Suite 700, Detroit, MI 48226",(313) 757-2424,unveileddivinetech.com, , ,https://lh5.googleusercontent.com/p/AF1QipOtWh9flyJ2GUlH0IcrDpXoeQJ_CT_q6l07XjQO=w408-h283-k-no
Detroit MI,https://www.google.com/maps/place/Summer+Rain+Readings+and+Counselling/data=!4m7!3m6!1s0x883b2b9c86085bf7:0x48dfc1157b1415a0!8m2!3d42.307003!4d-82.9687424!16s%2Fg%2F11kkrlsg8n!19sChIJ91sIhpwrO4gRoBUUexXB30g?authuser=0&hl=en&rclk=1,Summer Rain Readings and Counselling,"4619 Tecumseh Rd E B, Windsor, ON N8W 1K8, Canada",1 226-350-7898, ,4.1,7,https://lh5.googleusercontent.com/p/AF1QipPjG1VtajitgcMBAsnQO46jRVbYX5KCILMe8hqN=w408-h544-k-no
Detroit MI,https://www.google.com/maps/place/Vic+Wingz+Spiritual+Workz/data=!4m7!3m6!1s0xae7dc68fbd8797cb:0x5a31432ab9ea7ff6!8m2!3d45.0008644!4d-86.2705984!16s%2Fg%2F11vljjylpl!19sChIJy5eHvY_Gfa4R9n_quSpDMVo?authuser=0&hl=en&rclk=1,Vic Wingz Spiritual Workz, ,(734) 652-9851, , , ,https://lh5.googleusercontent.com/p/AF1QipOsRwZjBbKizwe-p_ktA7qtbiHIkPfX2iL5mQHW=w408-h544-k-no
Detroit MI,"https://www.google.com/maps/place/Starseed+Clarity+%26+Ascension,+LLC/data=!4m7!3m6!1s0xa5c9c77270ee0d7f:0x31179ba9d98f2511!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11jt70qbvt!19sChIJfw3ucHLHyaURESWP2ambFzE?authuser=0&hl=en&rclk=1","Starseed Clarity & Ascension, LLC", ,(313) 960-5377,ms-my.facebook.com, , ,https://lh5.googleusercontent.com/p/AF1QipPcnbRqwMz1genOWaFjnhqk6xzpea3fOf-WzliH=w408-h291-k-no
Detroit MI,https://www.google.com/maps/place/Christian+Science+Reading+Room/data=!4m7!3m6!1s0x883b2d28aaa1af59:0x98b03d0b0fe8e78e!8m2!3d42.3305356!4d-83.0416841!16s%2Fg%2F1wt3p29g!19sChIJWa-hqigtO4gRjufoDws9sJg?authuser=0&hl=en&rclk=1,Christian Science Reading Room,"333 E Jefferson Ave #291, Detroit, MI 48226",(313) 962-9173, ,4,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I3g3CH0bfZnWnHxgPjZHKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.86775&pitch=0&thumbfov=100
Detroit MI,"https://www.google.com/maps/place/Melissa+Z,+Psychic+Tarot+Reader/data=!4m7!3m6!1s0x45a5d96ce3f346b:0x1a8a05b4f402e7e!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11stpbx7wz!19sChIJazQ_zpZdWgQRfi5AT1ugqAE?authuser=0&hl=en&rclk=1","Melissa Z, Psychic Tarot Reader", ,(734) 772-2491,psychicmelissaz.com, , ,https://lh5.googleusercontent.com/p/AF1QipP65VJvefz1ly1KfrM5z5Ju0Ih6Ok9SLqb9NAeD=w408-h681-k-no
Detroit MI,https://www.google.com/maps/place/Charene%27s+Mystic+Life+Coaching/data=!4m7!3m6!1s0x8824cf1ca9d89b7f:0xdb6f1cc1024d805f!8m2!3d42.659913!4d-83.3864155!16s%2Fg%2F11ngl01xf6!19sChIJf5vYqRzPJIgRX4BNAsEcb9s?authuser=0&hl=en&rclk=1,Charene's Mystic Life Coaching, ,(734) 249-8395,mysticlifecoaching.com, , ,https://lh5.googleusercontent.com/p/AF1QipMTpdV-o-2ef3k5gXdnyUztsji5iH6n4eFJnUjL=w408-h544-k-no
Detroit MI,https://www.google.com/maps/place/Spiritual+Healing+With+Lucia/data=!4m7!3m6!1s0x883ccfaa5dfdc2d1:0x1f2d4f86b870b69!8m2!3d45.0008644!4d-86.2705984!16s%2Fg%2F11j8mfnh83!19sChIJ0cL9XarPPIgRaQuHa_jU8gE?authuser=0&hl=en&rclk=1,Spiritual Healing With Lucia, ,(734) 224-2187, , , ,https://lh5.googleusercontent.com/p/AF1QipOcRi4iiZfg25Iej1D1uQc3GG5C6MXVlp0sCKi5=w408-h573-k-no
Detroit MI,https://www.google.com/maps/place/Well+Done+Goods/data=!4m7!3m6!1s0x8824d2d5dc9e398b:0xf915e40bd15cd051!8m2!3d42.3481713!4d-83.0392003!16s%2Fg%2F11cs3kfygt!19sChIJizme3NXSJIgRUdBc0QvkFfk?authuser=0&hl=en&rclk=1,Well Done Goods,"1515 Division St Suite A, Detroit, MI 48207",(313) 404-2053,welldonegoods.com,4.8,103,https://lh5.googleusercontent.com/p/AF1QipOyP3zoqT1uvaUu6L0axjW2B1G3AL5eMH5TKMcX=w408-h306-k-no
Detroit MI,https://www.google.com/maps/place/Historic+Trinity+Lutheran+Church/data=!4m7!3m6!1s0x8824d2d45a9879db:0x4a711ef0497f099c!8m2!3d42.3429528!4d-83.0396103!16s%2Fm%2F04cs7xq!19sChIJ23mYWtTSJIgRnAl_SfAecUo?authuser=0&hl=en&rclk=1,Historic Trinity Lutheran Church,"1345 Gratiot Ave, Detroit, MI 48207",(313) 567-3100,historictrinity.org,4.9,116,https://lh5.googleusercontent.com/p/AF1QipPrCnLlRjI4K0caJBbt-9cd7wnp5oNiCoiwPjak=w408-h272-k-no
Detroit MI,https://www.google.com/maps/place/Nique+Speaks/data=!4m7!3m6!1s0x82535b70a6ec9d9d:0xf3c645267050b1b3!8m2!3d42.3509352!4d-83.0320973!16s%2Fg%2F11ld5h7_rg!19sChIJnZ3spnBbU4IRs7FQcCZFxvM?authuser=0&hl=en&rclk=1,Nique Speaks,"2300 Hunt St #535, Detroit, MI 48207",(248) 631-4889,niquespeaks.com,5,8,https://lh5.googleusercontent.com/p/AF1QipM7GMIag4eKsrLiesrscd6DBB-_QDc6hgAiVm4F=w408-h306-k-no
Detroit MI,https://www.google.com/maps/place/Jayme+Smolarz+Intuitive+LLC/data=!4m7!3m6!1s0x35baff38f14e9fb:0xad1dd9b431cb6e6b!8m2!3d42.6774895!4d-83.246131!16s%2Fg%2F11rnfzs4gt!19sChIJ--kUj_OvWwMRa27LMbTZHa0?authuser=0&hl=en&rclk=1,Jayme Smolarz Intuitive LLC, ,(586) 943-1604, , , ,https://lh5.googleusercontent.com/p/AF1QipMxYazXcgIiBPNDucTFdGwXfrzUUwHtM3SGLH5-=w1033-h240-k-no
Detroit MI,https://www.google.com/maps/place/Soul%27s+Quest+Tarot/data=!4m7!3m6!1s0x8824d1d4ed67e13d:0x41f9b353247a763a!8m2!3d42.397372!4d-83.0486404!16s%2Fg%2F11jpw4k7hr!19sChIJPeFn7dTRJIgROnZ6JFOz-UE?authuser=0&hl=en&rclk=1,Soul's Quest Tarot, ,(313) 718-8733, ,5,1,https://lh5.googleusercontent.com/p/AF1QipMLrf2dHTGdz13_xJBvAN8LjyMIeet_-0XOKOKm=w408-h418-k-no
Portland OR,https://www.google.com/maps/place/Psychic+Sister/data=!4m7!3m6!1s0x5495a7fdf3faab91:0x6e8da915fff95487!8m2!3d45.5591966!4d-122.6459821!16s%2Fg%2F11gh66mspm!19sChIJkav68_2nlVQRh1T5_xWpjW4?authuser=0&hl=en&rclk=1,Psychic Sister,"entrance on 19th, 1829 NE Alberta St ste c, Portland, OR 97211",(971) 420-2962,psychic-sister.com,4.8,146,https://lh5.googleusercontent.com/p/AF1QipPkSNuVHBMcMeO4PwYCQwTFLOkrWGi6ks2gota7=w408-h306-k-no
Portland OR,https://www.google.com/maps/place/Daniel+Monroe+Psychic+Medium/data=!4m7!3m6!1s0x5495afe865bd27bd:0xb2324c427826489!8m2!3d45.5227541!4d-122.6803721!16s%2Fg%2F11jzsg85ld!19sChIJvSe9ZeivlVQRiWSCJ8QkIws?authuser=0&hl=en&rclk=1,Daniel Monroe Psychic Medium,"917 SW Oak St, Portland, OR 97205",(360) 952-4804,mediumdanielmonroe.com,4.7,94,https://lh5.googleusercontent.com/p/AF1QipOIajTmdyr95zQ_oBP3pEF_uWSB8uYnwdX7gQJA=w408-h544-k-no
Portland OR,https://www.google.com/maps/place/Spiritual+Healer+%26+psychic+Reading/data=!4m7!3m6!1s0x5495a1b9907cdaa3:0x2931cbedaaf61d83!8m2!3d45.4938833!4d-122.6037538!16s%2Fg%2F11wx2q0slp!19sChIJo9p8kLmhlVQRgx32qu3LMSk?authuser=0&hl=en&rclk=1,Spiritual Healer & psychic Reading,"5730 SE Center St #2, Portland, OR 97206",(718) 775-2279, ,5,26,https://lh5.googleusercontent.com/p/AF1QipPeoCU_5O6iMjVT7CpaEbz18FsJ1_PxM6d7_yzn=w408-h408-k-no
Portland OR,https://www.google.com/maps/place/Blossom+Intuitive/data=!4m7!3m6!1s0x5495a13a4688f67d:0xcf28e8c6a9aa845e!8m2!3d45.5459133!4d-122.5956333!16s%2Fg%2F11ghnc2lcb!19sChIJffaIRjqhlVQRXoSqqcboKM8?authuser=0&hl=en&rclk=1,Blossom Intuitive,"6529 NE Sandy Blvd Suite 203, Portland, OR 97213",(971) 266-0778,annablossom.us,4.9,62,https://lh5.googleusercontent.com/p/AF1QipOZH4trAirrLUmg7-yPHqrzRNMozkABb7FPdL68=w408-h662-k-no
Portland OR,https://www.google.com/maps/place/Psychic+Predictions+by+Ruby/data=!4m7!3m6!1s0x5495a26d9a5177c5:0xfafe23fde9a1ba3a!8m2!3d45.5040972!4d-122.4423581!16s%2Fg%2F11c6088r1t!19sChIJxXdRmm2ilVQROrqh6f0j_vo?authuser=0&hl=en&rclk=1,Psychic Predictions by Ruby,"968 NW Division St, Gresham, OR 97030",(503) 810-5057,psychicpredictionspdx.com,4.8,81,https://lh5.googleusercontent.com/p/AF1QipOgQUQoaD93jAJs3LPA7DjiqJwzgrs4GdICNyw1=w408-h408-k-no
Portland OR,https://www.google.com/maps/place/Present+Path+Tarot/data=!4m7!3m6!1s0x5495a125eeebcfbb:0x590d47b30d878862!8m2!3d45.5221038!4d-122.6494465!16s%2Fg%2F11gtgbrwwn!19sChIJu8_r7iWhlVQRYoiHDbNHDVk?authuser=0&hl=en&rclk=1,Present Path Tarot,"1600 SE Ankeny St, Portland, OR 97214",(619) 788-8313,presentpathtarot.com,4.8,47,https://lh5.googleusercontent.com/p/AF1QipPpJ4DuugZRoKd4TcE0iv_IeGW9DjBT9e5NUmen=w452-h240-k-no
Portland OR,https://www.google.com/maps/place/Psychic+of+pdx/data=!4m7!3m6!1s0x54950b59b5dfd059:0xd4df2745f3b5f3df!8m2!3d45.5223544!4d-122.6777363!16s%2Fg%2F11tp3tx_rg!19sChIJWdDftVkLlVQR3_O180Un39Q?authuser=0&hl=en&rclk=1,Psychic of pdx,"218 SW Broadway, Portland, OR 97205",(503) 622-8822,psychicofpdx.com,4.1,7,https://lh5.googleusercontent.com/p/AF1QipPYYIGafnwiemsU-X_fZwrPoUX3xvGaMqMENjaU=w408-h544-k-no
Portland OR,https://www.google.com/maps/place/Carey+Kaas+-+Psychic+Medium/data=!4m7!3m6!1s0x233e77a7fbe6978f:0x46bef317ba0a13c4!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11krpmx6fn!19sChIJj5fm-6d3PiMRxBMKuhfzvkY?authuser=0&hl=en&rclk=1,Carey Kaas - Psychic Medium, ,(503) 880-2423,careykaas.com,5,17,https://lh5.googleusercontent.com/p/AF1QipNKwG0K0n0mVOlwsuvQ3t2sv5Lsvz7T1YHzZKzt=w426-h240-k-no
Portland OR,https://www.google.com/maps/place/PDX+Queer+Tarot/data=!4m7!3m6!1s0x845faa3fab4bd781:0xba560f050482682!8m2!3d45.4793514!4d-122.5171594!16s%2Fg%2F11v4jb66cf!19sChIJgddLqz-qX4QRgiZIUPBgpQs?authuser=0&hl=en&rclk=1,PDX Queer Tarot, ,(503) 897-8337,pdxqueertarot.com,5,36,https://lh5.googleusercontent.com/p/AF1QipOJ4BYtB7TzuT4r160wV6T4-ZGOXze7RAEZyMOk=w408-h408-k-no
Portland OR,https://www.google.com/maps/place/Portlandia+Fortune+Tellers/data=!4m7!3m6!1s0x5495a065f3b4040f:0x371b481d4157a440!8m2!3d45.497263!4d-120.656118!16s%2Fg%2F11c37_j3qn!19sChIJDwS082WglVQRQKRXQR1IGzc?authuser=0&hl=en&rclk=1,Portlandia Fortune Tellers, ,(503) 893-2973,portlandiafortunetellers.com,5,42,https://lh5.googleusercontent.com/p/AF1QipMvpK8ydk89_EzJnkvUO0qqWV3d-BOUcIEIJ6fs=w408-h340-k-no
Portland OR,"https://www.google.com/maps/place/Mariel+Martin,+Palm+Reading,+Psychic+and+Healing/data=!4m7!3m6!1s0x54950c1b0409a0e9:0xe518cdf0f441af25!8m2!3d45.4849375!4d-122.7866538!16s%2Fg%2F11b6lj2dmb!19sChIJ6aAJBBsMlVQRJa9B9PDNGOU?authuser=0&hl=en&rclk=1","Mariel Martin, Palm Reading, Psychic and Healing","Park Plaza West #470-6, 10700 SW Beaverton Hillsdale Hwy Building 2, Beaverton, OR 97005",(503) 517-7711,invite2insight.com,4.7,37,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9x3Zis33W6IhxxK-IBU2zA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.8573&pitch=0&thumbfov=100
Portland OR,https://www.google.com/maps/place/askRenee/data=!4m7!3m6!1s0xa7261ca9bb4ec3b3:0x16b841182a617b0f!8m2!3d45.4520773!4d-122.7258032!16s%2Fg%2F11khrfc74x!19sChIJs8NOu6kcJqcRD3thKhhBuBY?authuser=0&hl=en&rclk=1,askRenee,"10157 SW Barbur Blvd Suite 204C, Portland, OR 97219",(503) 771-4510,askrenee.com,5,12,https://lh5.googleusercontent.com/p/AF1QipNjyGDTWmIHmkhRcEiB21CoW3TtSt6oFLGctNMm=w426-h240-k-no
Portland OR,https://www.google.com/maps/place/Relation+Advice+for+Men+%26+Women+by+Psychic/data=!4m7!3m6!1s0x8d8fa3afa65cc5c9:0x1ef0012fc65f4c63!8m2!3d45.5045263!4d-122.655319!16s%2Fg%2F11lc_8j9fq!19sChIJycVcpq-jj40RY0xfxi8B8B4?authuser=0&hl=en&rclk=1,Relation Advice for Men & Women by Psychic,"2505 SE 11th Ave #4, Portland, OR 97202",(971) 230-5630,relationshipandlovepsychic.com,5,17,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fv8cdcLPoGLVdFOK8BKFyw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.83658&pitch=0&thumbfov=100
